id,name,type,calories,protein,fat,carbs,fiber,ingredients,tags,combined_text
717,Kepiting,Sarapan,151.0,13.8,3.8,14.1,0.7,"['kepiting', 'bumbu']","['seafood', 'rendah lemak', 'rendah kalori']",kepiting bumbu seafood rendah lemak rendah kalori
718,Kerang,Sarapan,59.0,18.0,1.1,3.6,0.5,"['kerang', 'bumbu']","['seafood', 'protein tinggi', 'rendah lemak', 'rendah karbo', 'rendah kalori']",kerang bumbu seafood protein tinggi rendah lemak rendah karbo rendah kalori
719,Kerang asap mentah,Makan Siang,393.0,38.9,13.3,29.4,1.5,"['kerang', 'bumbu']","['seafood', 'protein tinggi']",kerang bumbu seafood protein tinggi
720,Kerang dendeng mentah,Makan Siang,357.0,41.1,10.0,25.6,1.3,"['kerang', 'bumbu']","['seafood', 'protein tinggi']",kerang bumbu seafood protein tinggi
721,Kerbau daging segar,Sarapan,79.0,18.7,0.5,0.0,0.0,"['bahan utama', 'bumbu']","['daging', 'protein tinggi', 'rendah lemak', 'rendah karbo', 'rendah kalori']",bahan utama bumbu daging protein tinggi rendah lemak rendah karbo rendah kalori
722,Keremes,Makan Siang,475.0,1.6,25.5,64.4,3.2,"['bahan utama', 'bumbu']","['tinggi lemak', 'tinggi karbo', 'tinggi kalori']",bahan utama bumbu tinggi lemak tinggi karbo tinggi kalori
723,Keribang ubi segar,Sarapan,137.0,1.3,1.1,29.8,1.5,"['bahan utama', 'bumbu']","['rendah lemak', 'rendah kalori']",bahan utama bumbu rendah lemak rendah kalori
724,Keripik bayam,Makan Siang,586.0,4.9,40.6,50.2,5.0,"['bayam', 'bumbu', 'ayam']","['camilan', 'daging', 'sayuran', 'tinggi lemak', 'tinggi karbo', 'tinggi kalori']",bayam bumbu ayam camilan daging sayuran tinggi lemak tinggi karbo tinggi kalori
725,Keripik gadung,Makan Siang,446.0,2.8,14.5,76.0,3.8,"['bahan utama', 'bumbu']","['camilan', 'tinggi karbo', 'tinggi kalori']",bahan utama bumbu camilan tinggi karbo tinggi kalori
726,Keripik kentang,Makan Siang,448.0,2.7,18.8,67.1,3.4,['kentang'],"['camilan', 'tinggi lemak', 'tinggi karbo', 'tinggi kalori']",kentang camilan tinggi lemak tinggi karbo tinggi kalori
727,Keripik lampung,Makan Siang,485.0,1.7,22.2,69.7,3.5,"['bahan utama', 'bumbu']","['camilan', 'tinggi lemak', 'tinggi karbo', 'tinggi kalori']",bahan utama bumbu camilan tinggi lemak tinggi karbo tinggi kalori
728,Keripik oncom,Makan Siang,598.0,8.3,43.8,42.6,2.1,"['bahan utama', 'bumbu']","['camilan', 'tinggi lemak', 'tinggi karbo', 'tinggi kalori']",bahan utama bumbu camilan tinggi lemak tinggi karbo tinggi kalori
729,Keripik singkong,Makan Siang,478.0,0.9,20.7,72.0,3.6,"['bahan utama', 'bumbu']","['camilan', 'tinggi lemak', 'tinggi karbo', 'tinggi kalori']",bahan utama bumbu camilan tinggi lemak tinggi karbo tinggi kalori
730,Keripik singkong berbumbu,Makan Siang,481.0,2.2,19.7,73.6,3.7,"['bahan utama', 'bumbu']","['camilan', 'tinggi lemak', 'tinggi karbo', 'tinggi kalori']",bahan utama bumbu camilan tinggi lemak tinggi karbo tinggi kalori
731,Keripik tempe,Makan Siang,581.0,12.1,40.6,41.7,2.1,"['bahan utama', 'bumbu']","['camilan', 'nabati', 'tinggi lemak', 'tinggi karbo', 'tinggi kalori']",bahan utama bumbu camilan nabati tinggi lemak tinggi karbo tinggi kalori
732,Keripik tempe abadi murni,Makan Siang,542.0,40.3,42.4,11.6,0.6,"['bahan utama', 'bumbu']","['camilan', 'nabati', 'protein tinggi', 'tinggi lemak', 'tinggi kalori']",bahan utama bumbu camilan nabati protein tinggi tinggi lemak tinggi kalori
733,Keripik tempe abadi sedang,Makan Siang,510.0,12.3,27.9,52.4,2.6,"['bahan utama', 'bumbu']","['camilan', 'nabati', 'tinggi lemak', 'tinggi karbo', 'tinggi kalori']",bahan utama bumbu camilan nabati tinggi lemak tinggi karbo tinggi kalori
734,Keripik tempe abadi telur,Sarapan,529.0,20.8,31.7,40.2,2.0,"['telur', 'bumbu']","['camilan', 'nabati', 'protein tinggi', 'tinggi lemak', 'tinggi karbo', 'tinggi kalori']",telur bumbu camilan nabati protein tinggi tinggi lemak tinggi karbo tinggi kalori
735,Keripik ubi,Makan Siang,486.0,0.2,23.9,67.6,3.4,"['bahan utama', 'bumbu']","['camilan', 'tinggi lemak', 'tinggi karbo', 'tinggi kalori']",bahan utama bumbu camilan tinggi lemak tinggi karbo tinggi kalori
736,Kerokot segar,Sarapan,26.0,1.7,0.4,3.8,0.5,"['bahan utama', 'bumbu']","['rendah lemak', 'rendah karbo', 'rendah kalori']",bahan utama bumbu rendah lemak rendah karbo rendah kalori
737,Kerupuk Aci,Makan Siang,350.0,0.5,0.2,85.9,4.3,"['bahan utama', 'bumbu']","['camilan', 'rendah lemak', 'tinggi karbo']",bahan utama bumbu camilan rendah lemak tinggi karbo
738,Kerupuk cumi goreng,Makan Siang,444.0,6.9,14.6,71.3,3.6,"['cumi', 'bumbu']","['camilan', 'goreng', 'seafood', 'tinggi karbo', 'tinggi kalori']",cumi bumbu camilan goreng seafood tinggi karbo tinggi kalori
739,Kerupuk Ikan berpati,Makan Siang,342.0,16.0,0.4,65.6,3.3,"['ikan', 'bumbu']","['camilan', 'seafood', 'protein tinggi', 'rendah lemak', 'tinggi karbo']",ikan bumbu camilan seafood protein tinggi rendah lemak tinggi karbo
740,Kerupuk kemplang  (ikan) mentah,Makan Siang,325.0,1.8,0.4,78.5,3.9,"['ikan', 'bumbu']","['camilan', 'seafood', 'rendah lemak', 'tinggi karbo']",ikan bumbu camilan seafood rendah lemak tinggi karbo
741,Kerupuk kemplang goreng,Makan Siang,504.0,5.6,28.1,57.1,2.9,"['bahan utama', 'bumbu']","['camilan', 'goreng', 'tinggi lemak', 'tinggi karbo', 'tinggi kalori']",bahan utama bumbu camilan goreng tinggi lemak tinggi karbo tinggi kalori
742,Kerupuk kemplang panggang,Makan Siang,356.0,9.7,1.1,76.9,3.8,"['bahan utama', 'bumbu']","['camilan', 'panggang', 'rendah lemak', 'tinggi karbo']",bahan utama bumbu camilan panggang rendah lemak tinggi karbo
743,Kerupuk Kulit kerbau,Makan Siang,422.0,83.0,4.0,0.0,0.0,"['bahan utama', 'bumbu']","['camilan', 'protein tinggi', 'rendah lemak', 'rendah karbo', 'tinggi kalori']",bahan utama bumbu camilan protein tinggi rendah lemak rendah karbo tinggi kalori
744,Kerupuk Melinjo mentah,Makan Siang,345.0,12.0,1.5,71.5,3.6,"['bahan utama', 'bumbu']","['camilan', 'rendah lemak', 'tinggi karbo']",bahan utama bumbu camilan rendah lemak tinggi karbo
745,Kerupuk Melinjo tebal goreng asin,Makan Siang,431.0,11.1,16.2,63.0,3.2,"['bahan utama', 'bumbu']","['camilan', 'goreng', 'asin', 'tinggi lemak', 'tinggi karbo', 'tinggi kalori']",bahan utama bumbu camilan goreng asin tinggi lemak tinggi karbo tinggi kalori
746,Kerupuk Melinjo tebal goreng manis,Makan Siang,439.0,10.0,16.4,65.7,3.3,"['bahan utama', 'bumbu']","['camilan', 'goreng', 'manis', 'tinggi lemak', 'tinggi karbo', 'tinggi kalori']",bahan utama bumbu camilan goreng manis tinggi lemak tinggi karbo tinggi kalori
747,Kerupuk Melinjo tipis goreng,Makan Siang,485.0,11.5,24.5,59.1,3.0,"['bahan utama', 'bumbu']","['camilan', 'goreng', 'tinggi lemak', 'tinggi karbo', 'tinggi kalori']",bahan utama bumbu camilan goreng tinggi lemak tinggi karbo tinggi kalori
748,Kerupuk mie kuning goreng,Makan Siang,476.0,0.1,21.1,71.3,3.6,['tepung terigu'],"['camilan', 'goreng', 'tinggi lemak', 'tinggi karbo', 'tinggi kalori']",tepung terigu camilan goreng tinggi lemak tinggi karbo tinggi kalori
749,Kerupuk Sayong ,Sarapan,46.7,17.3,17.3,81.3,4.1,"['bahan utama', 'bumbu']","['camilan', 'protein tinggi', 'tinggi lemak', 'tinggi karbo', 'rendah kalori']",bahan utama bumbu camilan protein tinggi tinggi lemak tinggi karbo rendah kalori
750,Kerupuk Udang ,Makan Siang,340.0,30.0,30.0,52.0,2.6,"['bumbu', 'udang']","['camilan', 'seafood', 'protein tinggi', 'tinggi lemak', 'tinggi karbo']",bumbu udang camilan seafood protein tinggi tinggi lemak tinggi karbo
751,Kerupuk Udang berpati,Makan Siang,359.0,17.2,68.2,332.0,16.6,"['bumbu', 'udang']","['camilan', 'seafood', 'protein tinggi', 'tinggi lemak', 'tinggi karbo']",bumbu udang camilan seafood protein tinggi tinggi lemak tinggi karbo
752,Kerupuk udang goreng,Makan Siang,477.0,4.7,20.5,68.5,3.4,"['bumbu', 'udang']","['camilan', 'goreng', 'seafood', 'tinggi lemak', 'tinggi karbo', 'tinggi kalori']",bumbu udang camilan goreng seafood tinggi lemak tinggi karbo tinggi kalori
753,Kerupuk urat,Makan Siang,588.0,53.7,40.9,1.2,0.5,"['bahan utama', 'bumbu']","['camilan', 'protein tinggi', 'tinggi lemak', 'rendah karbo', 'tinggi kalori']",bahan utama bumbu camilan protein tinggi tinggi lemak rendah karbo tinggi kalori
754,Kesemek,Sarapan,78.0,0.8,0.4,20.0,1.0,"['bahan utama', 'bumbu']","['rendah lemak', 'rendah kalori']",bahan utama bumbu rendah lemak rendah kalori
755,Ketan hitam matang,Sarapan,181.0,4.0,1.2,37.3,1.9,"['bahan utama', 'bumbu']","['rendah lemak', 'tinggi karbo', 'rendah kalori']",bahan utama bumbu rendah lemak tinggi karbo rendah kalori
756,Ketan putih matang,Sarapan,163.0,3.0,0.4,35.7,1.8,"['bahan utama', 'bumbu']","['rendah lemak', 'tinggi karbo', 'rendah kalori']",bahan utama bumbu rendah lemak tinggi karbo rendah kalori
757,Ketapang ,Makan Siang,340.0,11.0,11.0,54.0,2.7,"['bahan utama', 'bumbu']",['tinggi karbo'],bahan utama bumbu tinggi karbo
758,Ketela Pohon Kuning,Sarapan,157.0,0.8,0.3,37.9,1.9,"['bahan utama', 'bumbu']","['rendah lemak', 'tinggi karbo', 'rendah kalori']",bahan utama bumbu rendah lemak tinggi karbo rendah kalori
759,Ketela singkong segar,Sarapan,154.0,1.0,0.3,36.8,1.8,"['bahan utama', 'bumbu']","['rendah lemak', 'tinggi karbo', 'rendah kalori']",bahan utama bumbu rendah lemak tinggi karbo rendah kalori
760,Ketela pohon/singkong kukus,Sarapan,153.0,1.2,0.3,36.4,1.8,"['bahan utama', 'bumbu']","['kukus', 'rendah lemak', 'tinggi karbo', 'rendah kalori']",bahan utama bumbu kukus rendah lemak tinggi karbo rendah kalori
761,Ketimun,Sarapan,12.0,0.7,0.1,2.7,0.5,"['bahan utama', 'bumbu']","['rendah lemak', 'rendah karbo', 'rendah kalori']",bahan utama bumbu rendah lemak rendah karbo rendah kalori
762,Ketimun madura segar,Sarapan,9.0,0.5,0.1,1.9,0.5,"['bahan utama', 'bumbu']","['rendah lemak', 'rendah karbo', 'rendah kalori']",bahan utama bumbu rendah lemak rendah karbo rendah kalori
763,Ketoprak,Sarapan,153.0,7.9,7.7,13.0,0.7,"['bahan utama', 'bumbu']","['rendah kalori', 'tradisional']",bahan utama bumbu rendah kalori tradisional
764,Ketumbar,Makan Siang,404.0,14.1,16.1,54.2,2.7,"['bahan utama', 'bumbu']","['tinggi lemak', 'tinggi karbo', 'tinggi kalori']",bahan utama bumbu tinggi lemak tinggi karbo tinggi kalori
765,Ketupat ketan,Sarapan,212.0,4.0,4.6,38.6,1.9,"['bahan utama', 'bumbu']","['rendah lemak', 'tinggi karbo']",bahan utama bumbu rendah lemak tinggi karbo
766,Ketupat Tahu ,Sarapan,109.6,2.6,2.6,18.6,0.9,"['bahan utama', 'bumbu']","['nabati', 'rendah lemak', 'rendah kalori']",bahan utama bumbu nabati rendah lemak rendah kalori
767,Kluwek,Makan Siang,310.0,10.0,24.0,13.5,0.7,"['bahan utama', 'bumbu']",['tinggi lemak'],bahan utama bumbu tinggi lemak
768,Kodok segar,Sarapan,73.0,16.4,0.3,0.0,0.0,"['bahan utama', 'bumbu']","['protein tinggi', 'rendah lemak', 'rendah karbo', 'rendah kalori']",bahan utama bumbu protein tinggi rendah lemak rendah karbo rendah kalori
769,Kokosan,Sarapan,86.0,1.6,0.2,13.0,0.7,"['bahan utama', 'bumbu']","['rendah lemak', 'rendah kalori']",bahan utama bumbu rendah lemak rendah kalori
770,Komak polong segar,Sarapan,99.0,3.3,0.1,21.2,1.1,"['bahan utama', 'bumbu']","['rendah lemak', 'rendah kalori']",bahan utama bumbu rendah lemak rendah kalori
771,Kool Kembang,Sarapan,25.0,2.4,0.2,4.9,0.5,"['bahan utama', 'bumbu']","['rendah lemak', 'rendah karbo', 'rendah kalori']",bahan utama bumbu rendah lemak rendah karbo rendah kalori
772,Kool Merah kool putih,Sarapan,24.0,1.4,0.2,5.3,0.5,"['bahan utama', 'bumbu']","['rendah lemak', 'rendah karbo', 'rendah kalori']",bahan utama bumbu rendah lemak rendah karbo rendah kalori
773,Kopi bagian yang larut,Sarapan,352.0,17.4,1.3,69.0,3.5,"['bahan utama', 'bumbu']","['protein tinggi', 'rendah lemak', 'tinggi karbo']",bahan utama bumbu protein tinggi rendah lemak tinggi karbo
774,Kopi bubuk instant,Sarapan,129.0,12.3,0.5,35.0,1.8,"['bahan utama', 'bumbu']","['rendah lemak', 'tinggi karbo', 'rendah kalori']",bahan utama bumbu rendah lemak tinggi karbo rendah kalori
775,Koro andong kering,Makan Siang,356.0,20.5,4.1,61.6,3.1,"['bahan utama', 'bumbu']","['protein tinggi', 'rendah lemak', 'tinggi karbo']",bahan utama bumbu protein tinggi rendah lemak tinggi karbo
776,Koro Benguk biji,Makan Siang,332.0,24.0,3.0,55.0,5.5,"['bahan utama', 'bumbu']","['protein tinggi', 'rendah lemak', 'tinggi karbo']",bahan utama bumbu protein tinggi rendah lemak tinggi karbo
777,Koro Benguk tempe,Sarapan,141.0,10.2,1.3,23.2,1.2,"['bahan utama', 'bumbu']","['nabati', 'rendah lemak', 'rendah kalori']",bahan utama bumbu nabati rendah lemak rendah kalori
778,Koro Kerupuk biji,Sarapan,125.0,8.3,0.7,22.1,2.2,"['bahan utama', 'bumbu']","['camilan', 'rendah lemak', 'rendah kalori']",bahan utama bumbu camilan rendah lemak rendah kalori
779,Koro Loke biji,Sarapan,33.0,2.7,0.2,7.9,0.8,"['bahan utama', 'bumbu']","['rendah lemak', 'rendah karbo', 'rendah kalori']",bahan utama bumbu rendah lemak rendah karbo rendah kalori
780,Koro Roway biji,Makan Siang,344.0,12.5,2.1,69.4,6.9,"['bahan utama', 'bumbu']","['rendah lemak', 'tinggi karbo']",bahan utama bumbu rendah lemak tinggi karbo
781,Koro Wedus biji,Makan Siang,338.0,22.2,1.5,61.0,6.1,"['bahan utama', 'bumbu']","['protein tinggi', 'rendah lemak', 'tinggi karbo']",bahan utama bumbu protein tinggi rendah lemak tinggi karbo
782,Koro Wedus buah muda,Sarapan,38.0,3.0,0.3,7.9,0.8,['buah'],"['rendah lemak', 'rendah karbo', 'rendah kalori']",buah rendah lemak rendah karbo rendah kalori
783,Koro wedus polong,Sarapan,46.0,3.0,0.3,7.9,0.5,"['bahan utama', 'bumbu']","['rendah lemak', 'rendah karbo', 'rendah kalori']",bahan utama bumbu rendah lemak rendah karbo rendah kalori
784,Kotiu hinela tawang nggole,Sarapan,46.0,2.2,1.5,6.0,0.5,"['bahan utama', 'bumbu']","['rendah lemak', 'rendah karbo', 'rendah kalori']",bahan utama bumbu rendah lemak rendah karbo rendah kalori
785,Koya,Makan Siang,366.0,4.2,4.3,77.5,3.9,"['bahan utama', 'bumbu']","['rendah lemak', 'tinggi karbo']",bahan utama bumbu rendah lemak tinggi karbo
786,Koya mirasa,Makan Siang,370.0,8.0,1.0,82.2,4.1,"['bahan utama', 'bumbu']","['rendah lemak', 'tinggi karbo']",bahan utama bumbu rendah lemak tinggi karbo
787,Kranji segar,Makan Siang,315.0,2.1,1.4,73.5,3.7,"['bahan utama', 'bumbu']","['rendah lemak', 'tinggi karbo']",bahan utama bumbu rendah lemak tinggi karbo
788,Kripik Tempe Goreng ,Makan Siang,542.0,40.3,42.4,11.5,0.6,"['bahan utama', 'bumbu']","['goreng', 'nabati', 'protein tinggi', 'tinggi lemak', 'tinggi kalori']",bahan utama bumbu goreng nabati protein tinggi tinggi lemak tinggi kalori
789,Krokot,Sarapan,21.0,1.7,0.4,3.8,0.5,"['bahan utama', 'bumbu']","['rendah lemak', 'rendah karbo', 'rendah kalori']",bahan utama bumbu rendah lemak rendah karbo rendah kalori
790,Kucai,Sarapan,45.0,2.2,0.3,10.3,0.5,"['bahan utama', 'bumbu']","['rendah lemak', 'rendah kalori']",bahan utama bumbu rendah lemak rendah kalori
791,Kucai Muda (Lokio),Sarapan,42.0,3.8,0.6,7.8,0.5,"['bahan utama', 'bumbu']","['rendah lemak', 'rendah karbo', 'rendah kalori']",bahan utama bumbu rendah lemak rendah karbo rendah kalori
792,Kuda daging segar,Sarapan,113.0,18.1,4.1,0.9,0.4,"['bahan utama', 'bumbu']","['daging', 'protein tinggi', 'rendah lemak', 'rendah karbo', 'rendah kalori']",bahan utama bumbu daging protein tinggi rendah lemak rendah karbo rendah kalori
793,Kue ali,Makan Siang,440.0,3.8,18.5,64.5,3.2,"['bahan utama', 'bumbu']","['camilan', 'tinggi lemak', 'tinggi karbo', 'tinggi kalori']",bahan utama bumbu camilan tinggi lemak tinggi karbo tinggi kalori
794,Kue Apem ,Sarapan,186.7,1.6,1.6,39.6,2.0,"['bahan utama', 'bumbu']","['camilan', 'rendah lemak', 'tinggi karbo', 'rendah kalori']",bahan utama bumbu camilan rendah lemak tinggi karbo rendah kalori
795,Kue bangket,Makan Siang,338.0,1.5,1.2,80.3,4.0,"['bahan utama', 'bumbu']","['camilan', 'rendah lemak', 'tinggi karbo']",bahan utama bumbu camilan rendah lemak tinggi karbo
796,Kue Bugis ,Sarapan,240.0,1.0,4.0,54.0,2.7,"['bahan utama', 'bumbu']","['camilan', 'rendah lemak', 'tinggi karbo']",bahan utama bumbu camilan rendah lemak tinggi karbo
797,Kue jahe,Makan Siang,425.0,1.6,8.8,84.6,4.2,"['bahan utama', 'bumbu']","['camilan', 'tinggi karbo', 'tinggi kalori']",bahan utama bumbu camilan tinggi karbo tinggi kalori
798,Kue kelapa,Makan Siang,591.0,5.6,42.1,47.5,2.4,"['bahan utama', 'bumbu']","['camilan', 'tinggi lemak', 'tinggi karbo', 'tinggi kalori']",bahan utama bumbu camilan tinggi lemak tinggi karbo tinggi kalori
799,Kue Koya ,Makan Siang,366.0,4.2,4.3,7.9,0.5,"['bahan utama', 'bumbu']","['camilan', 'rendah lemak', 'rendah karbo']",bahan utama bumbu camilan rendah lemak rendah karbo
800,Kue lumpur,Sarapan,291.0,3.6,11.1,44.1,2.2,"['bahan utama', 'bumbu']","['camilan', 'tinggi karbo']",bahan utama bumbu camilan tinggi karbo
801,Kue mangkok ,Sarapan,182.0,1.0,1.0,40.4,2.0,"['bahan utama', 'bumbu']","['camilan', 'rendah lemak', 'tinggi karbo', 'rendah kalori']",bahan utama bumbu camilan rendah lemak tinggi karbo rendah kalori
802,Kue Pacar Cina ,Sarapan,126.7,0.7,0.7,57.3,2.9,"['bahan utama', 'bumbu']","['camilan', 'rendah lemak', 'tinggi karbo', 'rendah kalori']",bahan utama bumbu camilan rendah lemak tinggi karbo rendah kalori
803,Kue Pia ,Sarapan,296.0,1.4,1.4,66.4,3.3,"['bahan utama', 'bumbu']","['camilan', 'rendah lemak', 'tinggi karbo']",bahan utama bumbu camilan rendah lemak tinggi karbo
804,Kue putu cangkir,Makan Siang,304.0,5.3,7.0,54.9,2.7,"['bahan utama', 'bumbu']","['camilan', 'tinggi karbo']",bahan utama bumbu camilan tinggi karbo
805,Kue putu singkong,Sarapan,217.0,1.2,0.5,53.2,2.7,"['bahan utama', 'bumbu']","['camilan', 'rendah lemak', 'tinggi karbo']",bahan utama bumbu camilan rendah lemak tinggi karbo
806,Kue Satu ,Makan Siang,393.3,2.7,2.7,79.3,4.0,"['bahan utama', 'bumbu']","['camilan', 'rendah lemak', 'tinggi karbo']",bahan utama bumbu camilan rendah lemak tinggi karbo
807,Kue Semprong ,Makan Siang,380.0,1.0,1.0,92.0,4.6,"['bahan utama', 'bumbu']","['camilan', 'rendah lemak', 'tinggi karbo']",bahan utama bumbu camilan rendah lemak tinggi karbo
808,Kue sus,Sarapan,221.0,7.5,10.2,24.8,1.2,"['bahan utama', 'bumbu']",['camilan'],bahan utama bumbu camilan
809,Kue Talam ,Sarapan,180.0,5.0,5.0,32.0,1.6,"['bahan utama', 'bumbu']","['camilan', 'tinggi karbo', 'rendah kalori']",bahan utama bumbu camilan tinggi karbo rendah kalori
810,Kue Tambang ,Makan Siang,512.0,26.0,26.0,60.4,3.0,"['bahan utama', 'bumbu']","['camilan', 'protein tinggi', 'tinggi lemak', 'tinggi karbo', 'tinggi kalori']",bahan utama bumbu camilan protein tinggi tinggi lemak tinggi karbo tinggi kalori
811,Kue thipan,Sarapan,247.0,2.9,4.2,49.5,2.5,"['bahan utama', 'bumbu']","['camilan', 'rendah lemak', 'tinggi karbo']",bahan utama bumbu camilan rendah lemak tinggi karbo
812,Kulit melinjo,Sarapan,111.0,4.5,1.1,20.7,1.0,"['bahan utama', 'bumbu']","['rendah lemak', 'rendah kalori']",bahan utama bumbu rendah lemak rendah kalori
813,Kundur segar,Sarapan,22.0,0.4,0.2,4.7,0.5,"['bahan utama', 'bumbu']","['rendah lemak', 'rendah karbo', 'rendah kalori']",bahan utama bumbu rendah lemak rendah karbo rendah kalori
814,Kunyit,Sarapan,63.0,2.0,2.7,9.1,0.5,"['bahan utama', 'bumbu']","['rendah lemak', 'rendah karbo', 'rendah kalori']",bahan utama bumbu rendah lemak rendah karbo rendah kalori
815,Kura-kura,Sarapan,83.0,19.1,0.2,0.0,0.0,"['bahan utama', 'bumbu']","['protein tinggi', 'rendah lemak', 'rendah karbo', 'rendah kalori']",bahan utama bumbu protein tinggi rendah lemak rendah karbo rendah kalori
816,Kwaci,Makan Siang,515.0,30.6,42.1,13.8,0.7,"['bahan utama', 'bumbu']","['protein tinggi', 'tinggi lemak', 'tinggi kalori']",bahan utama bumbu protein tinggi tinggi lemak tinggi kalori
817,Kwark (Quark),Sarapan,242.0,19.0,17.0,3.0,0.5,"['bahan utama', 'bumbu']","['protein tinggi', 'tinggi lemak', 'rendah karbo']",bahan utama bumbu protein tinggi tinggi lemak rendah karbo
818,Labu Air,Sarapan,17.0,0.6,0.2,3.8,0.5,"['bahan utama', 'bumbu']","['rendah lemak', 'rendah karbo', 'rendah kalori']",bahan utama bumbu rendah lemak rendah karbo rendah kalori
819,Labu kuning segar,Sarapan,51.0,1.7,0.5,10.0,0.5,"['bahan utama', 'bumbu']","['rendah lemak', 'rendah kalori']",bahan utama bumbu rendah lemak rendah kalori
820,Labu Siam,Sarapan,26.0,0.6,0.1,6.7,0.5,"['bahan utama', 'bumbu']","['rendah lemak', 'rendah karbo', 'rendah kalori']",bahan utama bumbu rendah lemak rendah karbo rendah kalori
821,Labu waluh segar,Sarapan,32.0,1.1,0.1,6.6,0.5,"['bahan utama', 'bumbu']","['rendah lemak', 'rendah karbo', 'rendah kalori']",bahan utama bumbu rendah lemak rendah karbo rendah kalori
822,Laksa ,Sarapan,166.3,2.7,3.9,29.5,1.5,"['bahan utama', 'bumbu']","['rendah lemak', 'rendah kalori']",bahan utama bumbu rendah lemak rendah kalori
823,Lamtoro (pete cina) biji muda,Sarapan,85.0,5.7,0.3,15.4,1.5,"['bahan utama', 'bumbu']","['rendah lemak', 'rendah kalori']",bahan utama bumbu rendah lemak rendah kalori
824,Lamtoro biji tua,Sarapan,148.0,10.6,0.5,26.2,2.6,"['bahan utama', 'bumbu']","['rendah lemak', 'rendah kalori']",bahan utama bumbu rendah lemak rendah kalori
825,Lamtoro tempe,Sarapan,142.0,11.0,2.5,20.4,1.0,"['bahan utama', 'bumbu']","['nabati', 'rendah lemak', 'rendah kalori']",bahan utama bumbu nabati rendah lemak rendah kalori
826,Lamtoro var. gung tanpa kulit,Makan Siang,367.0,46.4,5.4,32.5,1.6,"['bahan utama', 'bumbu']","['protein tinggi', 'tinggi karbo']",bahan utama bumbu protein tinggi tinggi karbo
827,Lamtoro var. lokal dengan kulit,Makan Siang,336.0,23.8,1.2,59.7,3.0,"['bahan utama', 'bumbu']","['protein tinggi', 'rendah lemak', 'tinggi karbo']",bahan utama bumbu protein tinggi rendah lemak tinggi karbo
828,Langsat,Sarapan,56.0,0.9,0.2,14.3,0.7,"['bumbu', 'angsa']","['rendah lemak', 'rendah kalori']",bumbu angsa rendah lemak rendah kalori
829,Lantar segar,Sarapan,34.0,2.2,0.3,5.5,0.5,"['bahan utama', 'bumbu']","['rendah lemak', 'rendah karbo', 'rendah kalori']",bahan utama bumbu rendah lemak rendah karbo rendah kalori
830,Lanting getuk,Makan Siang,422.0,0.9,10.8,80.4,4.0,"['bahan utama', 'bumbu']","['tinggi karbo', 'tinggi kalori']",bahan utama bumbu tinggi karbo tinggi kalori
831,Lapis legit,Makan Siang,389.0,6.6,15.7,55.5,2.8,"['bahan utama', 'bumbu']","['tinggi lemak', 'tinggi karbo']",bahan utama bumbu tinggi lemak tinggi karbo
832,Lawar babi masakan,Sarapan,174.0,17.0,10.0,3.0,0.5,"['babi', 'bumbu']","['protein tinggi', 'rendah karbo', 'rendah kalori']",babi bumbu protein tinggi rendah karbo rendah kalori
833,Lawar penyu masakan,Sarapan,141.0,23.0,1.5,7.6,0.5,"['bahan utama', 'bumbu']","['protein tinggi', 'rendah lemak', 'rendah karbo', 'rendah kalori']",bahan utama bumbu protein tinggi rendah lemak rendah karbo rendah kalori
834,Lawara jangang masakan,Sarapan,159.0,5.0,10.9,10.1,0.5,"['bahan utama', 'bumbu']",['rendah kalori'],bahan utama bumbu rendah kalori
835,Lawara penjah masakan,Sarapan,207.0,7.4,15.4,9.6,0.5,"['bahan utama', 'bumbu']","['tinggi lemak', 'rendah karbo']",bahan utama bumbu tinggi lemak rendah karbo
836,Ledre pisang,Makan Siang,405.0,4.8,5.1,84.9,8.5,['pisang'],"['tinggi karbo', 'tinggi kalori']",pisang tinggi karbo tinggi kalori
837,Lema/ Rebung asam,Sarapan,15.0,1.0,0.4,1.9,0.5,"['bahan utama', 'bumbu']","['asam', 'rendah lemak', 'rendah karbo', 'rendah kalori']",bahan utama bumbu asam rendah lemak rendah karbo rendah kalori
838,Lemak Babi,Makan Malam,902.0,0.0,100.0,0.0,0.0,"['babi', 'bumbu']","['tinggi lemak', 'rendah karbo', 'tinggi kalori']",babi bumbu tinggi lemak rendah karbo tinggi kalori
839,Lemak Babi (Bacon),Makan Malam,630.0,9.1,65.0,1.1,0.4,"['babi', 'bumbu']","['tinggi lemak', 'rendah karbo', 'tinggi kalori']",babi bumbu tinggi lemak rendah karbo tinggi kalori
840,Lemak ikan,Makan Siang,372.0,12.0,29.4,14.4,0.7,"['ikan', 'bumbu']","['seafood', 'tinggi lemak']",ikan bumbu seafood tinggi lemak
841,Lemak Kerbau,Makan Malam,818.0,1.5,90.0,0.0,0.0,"['bahan utama', 'bumbu']","['tinggi lemak', 'rendah karbo', 'tinggi kalori']",bahan utama bumbu tinggi lemak rendah karbo tinggi kalori
842,Lemon segar,Sarapan,34.0,0.5,0.8,6.2,0.5,"['bahan utama', 'bumbu']","['rendah lemak', 'rendah karbo', 'rendah kalori']",bahan utama bumbu rendah lemak rendah karbo rendah kalori
